Training: 2023-02-21 10:38:06,776-rank_id: 0
Training: 2023-02-21 13:18:04,682-Speed 1546.69 samples/sec   Loss 15.9532   LearningRate 0.000844   Epoch: 2   Global Step: 3600   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:18:31,048-Speed 1553.54 samples/sec   Loss 16.1294   LearningRate 0.000847   Epoch: 2   Global Step: 3610   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:18:57,082-Speed 1573.37 samples/sec   Loss 15.9530   LearningRate 0.000849   Epoch: 2   Global Step: 3620   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:19:23,072-Speed 1576.09 samples/sec   Loss 15.9802   LearningRate 0.000851   Epoch: 2   Global Step: 3630   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:19:49,171-Speed 1569.45 samples/sec   Loss 15.8243   LearningRate 0.000854   Epoch: 2   Global Step: 3640   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:20:15,154-Speed 1576.45 samples/sec   Loss 15.9149   LearningRate 0.000856   Epoch: 2   Global Step: 3650   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:20:41,031-Speed 1582.89 samples/sec   Loss 15.9231   LearningRate 0.000858   Epoch: 2   Global Step: 3660   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:21:07,056-Speed 1573.90 samples/sec   Loss 15.8199   LearningRate 0.000861   Epoch: 2   Global Step: 3670   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:21:32,981-Speed 1580.02 samples/sec   Loss 15.9452   LearningRate 0.000863   Epoch: 2   Global Step: 3680   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:21:59,124-Speed 1566.77 samples/sec   Loss 15.7418   LearningRate 0.000865   Epoch: 2   Global Step: 3690   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:22:25,672-Speed 1542.96 samples/sec   Loss 15.8203   LearningRate 0.000868   Epoch: 2   Global Step: 3700   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:22:51,599-Speed 1579.82 samples/sec   Loss 15.8656   LearningRate 0.000870   Epoch: 2   Global Step: 3710   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:23:17,467-Speed 1583.48 samples/sec   Loss 15.7539   LearningRate 0.000872   Epoch: 2   Global Step: 3720   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:23:43,388-Speed 1580.25 samples/sec   Loss 15.7738   LearningRate 0.000875   Epoch: 2   Global Step: 3730   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:24:09,500-Speed 1568.67 samples/sec   Loss 15.7335   LearningRate 0.000877   Epoch: 2   Global Step: 3740   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:24:35,572-Speed 1571.05 samples/sec   Loss 15.7752   LearningRate 0.000879   Epoch: 2   Global Step: 3750   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:25:01,691-Speed 1568.24 samples/sec   Loss 15.7634   LearningRate 0.000882   Epoch: 2   Global Step: 3760   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:25:27,645-Speed 1578.26 samples/sec   Loss 15.6159   LearningRate 0.000884   Epoch: 2   Global Step: 3770   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:25:53,740-Speed 1569.69 samples/sec   Loss 15.5137   LearningRate 0.000886   Epoch: 2   Global Step: 3780   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:26:19,760-Speed 1574.25 samples/sec   Loss 15.6147   LearningRate 0.000889   Epoch: 2   Global Step: 3790   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:26:45,688-Speed 1579.81 samples/sec   Loss 15.4377   LearningRate 0.000891   Epoch: 2   Global Step: 3800   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:27:11,651-Speed 1577.63 samples/sec   Loss 15.5922   LearningRate 0.000894   Epoch: 2   Global Step: 3810   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:27:37,543-Speed 1582.03 samples/sec   Loss 15.6499   LearningRate 0.000896   Epoch: 2   Global Step: 3820   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:28:03,463-Speed 1580.28 samples/sec   Loss 15.4507   LearningRate 0.000898   Epoch: 2   Global Step: 3830   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:28:29,839-Speed 1552.97 samples/sec   Loss 15.3353   LearningRate 0.000901   Epoch: 2   Global Step: 3840   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:28:55,935-Speed 1569.68 samples/sec   Loss 15.5797   LearningRate 0.000903   Epoch: 2   Global Step: 3850   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:29:21,899-Speed 1577.58 samples/sec   Loss 15.4571   LearningRate 0.000905   Epoch: 2   Global Step: 3860   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:29:47,878-Speed 1576.72 samples/sec   Loss 15.3168   LearningRate 0.000908   Epoch: 2   Global Step: 3870   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:30:13,809-Speed 1579.60 samples/sec   Loss 15.4305   LearningRate 0.000910   Epoch: 2   Global Step: 3880   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:30:39,759-Speed 1578.44 samples/sec   Loss 15.5774   LearningRate 0.000912   Epoch: 2   Global Step: 3890   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:31:05,645-Speed 1582.41 samples/sec   Loss 15.4137   LearningRate 0.000915   Epoch: 2   Global Step: 3900   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:31:31,952-Speed 1557.02 samples/sec   Loss 15.2186   LearningRate 0.000917   Epoch: 2   Global Step: 3910   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:31:58,385-Speed 1549.63 samples/sec   Loss 15.3590   LearningRate 0.000919   Epoch: 2   Global Step: 3920   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:32:24,374-Speed 1576.11 samples/sec   Loss 15.4302   LearningRate 0.000922   Epoch: 2   Global Step: 3930   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:32:50,307-Speed 1579.47 samples/sec   Loss 15.1084   LearningRate 0.000924   Epoch: 2   Global Step: 3940   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:33:16,502-Speed 1563.71 samples/sec   Loss 15.0794   LearningRate 0.000926   Epoch: 2   Global Step: 3950   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:33:43,027-Speed 1544.25 samples/sec   Loss 15.2408   LearningRate 0.000929   Epoch: 2   Global Step: 3960   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:34:08,944-Speed 1580.47 samples/sec   Loss 15.1318   LearningRate 0.000931   Epoch: 2   Global Step: 3970   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:34:34,873-Speed 1579.76 samples/sec   Loss 14.9438   LearningRate 0.000933   Epoch: 2   Global Step: 3980   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:35:00,802-Speed 1579.72 samples/sec   Loss 15.1359   LearningRate 0.000936   Epoch: 2   Global Step: 3990   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:35:26,789-Speed 1576.23 samples/sec   Loss 15.0758   LearningRate 0.000938   Epoch: 2   Global Step: 4000   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:37:15,564-Speed 376.56 samples/sec   Loss 15.0805   LearningRate 0.000940   Epoch: 2   Global Step: 4010   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:37:41,438-Speed 1583.10 samples/sec   Loss 15.0628   LearningRate 0.000943   Epoch: 2   Global Step: 4020   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:38:07,474-Speed 1573.27 samples/sec   Loss 15.1166   LearningRate 0.000945   Epoch: 2   Global Step: 4030   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:38:33,801-Speed 1555.83 samples/sec   Loss 15.0518   LearningRate 0.000947   Epoch: 2   Global Step: 4040   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:38:59,950-Speed 1566.47 samples/sec   Loss 14.8361   LearningRate 0.000950   Epoch: 2   Global Step: 4050   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:39:26,220-Speed 1559.26 samples/sec   Loss 15.1159   LearningRate 0.000952   Epoch: 2   Global Step: 4060   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:39:52,135-Speed 1580.60 samples/sec   Loss 15.0035   LearningRate 0.000954   Epoch: 2   Global Step: 4070   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:40:18,448-Speed 1556.70 samples/sec   Loss 14.9977   LearningRate 0.000957   Epoch: 2   Global Step: 4080   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:40:44,794-Speed 1554.72 samples/sec   Loss 14.8143   LearningRate 0.000959   Epoch: 2   Global Step: 4090   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:41:10,991-Speed 1563.56 samples/sec   Loss 14.8245   LearningRate 0.000962   Epoch: 2   Global Step: 4100   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2023-02-21 13:41:36,979-Speed 1576.15 samples/sec   Loss 14.8810   LearningRate 0.000964   Epoch: 2   Global Step: 4110   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:42:02,956-Speed 1576.85 samples/sec   Loss 14.8940   LearningRate 0.000966   Epoch: 2   Global Step: 4120   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:42:28,932-Speed 1576.91 samples/sec   Loss 14.8670   LearningRate 0.000969   Epoch: 2   Global Step: 4130   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:42:54,971-Speed 1573.04 samples/sec   Loss 14.7956   LearningRate 0.000971   Epoch: 2   Global Step: 4140   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:43:21,178-Speed 1562.96 samples/sec   Loss 14.7556   LearningRate 0.000973   Epoch: 2   Global Step: 4150   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:43:47,120-Speed 1578.95 samples/sec   Loss 14.8348   LearningRate 0.000976   Epoch: 2   Global Step: 4160   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:44:13,070-Speed 1578.52 samples/sec   Loss 14.7382   LearningRate 0.000978   Epoch: 2   Global Step: 4170   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:44:39,035-Speed 1577.52 samples/sec   Loss 14.7986   LearningRate 0.000980   Epoch: 2   Global Step: 4180   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:45:05,237-Speed 1563.27 samples/sec   Loss 14.8713   LearningRate 0.000983   Epoch: 2   Global Step: 4190   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:45:31,144-Speed 1581.09 samples/sec   Loss 14.5293   LearningRate 0.000985   Epoch: 2   Global Step: 4200   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:45:57,099-Speed 1578.16 samples/sec   Loss 14.6725   LearningRate 0.000987   Epoch: 2   Global Step: 4210   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:46:22,971-Speed 1583.24 samples/sec   Loss 14.7211   LearningRate 0.000990   Epoch: 2   Global Step: 4220   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:46:48,932-Speed 1577.75 samples/sec   Loss 14.6249   LearningRate 0.000992   Epoch: 2   Global Step: 4230   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:47:15,103-Speed 1565.18 samples/sec   Loss 14.7340   LearningRate 0.000994   Epoch: 2   Global Step: 4240   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:47:41,192-Speed 1570.01 samples/sec   Loss 14.6023   LearningRate 0.000997   Epoch: 2   Global Step: 4250   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:48:07,055-Speed 1583.80 samples/sec   Loss 14.4871   LearningRate 0.000999   Epoch: 2   Global Step: 4260   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:48:44,741-Speed 1086.91 samples/sec   Loss 13.4457   LearningRate 0.001000   Epoch: 3   Global Step: 4270   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:49:10,838-Speed 1569.55 samples/sec   Loss 13.0391   LearningRate 0.000999   Epoch: 3   Global Step: 4280   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:49:37,091-Speed 1560.26 samples/sec   Loss 13.1293   LearningRate 0.000999   Epoch: 3   Global Step: 4290   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:50:03,355-Speed 1559.58 samples/sec   Loss 13.0132   LearningRate 0.000998   Epoch: 3   Global Step: 4300   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:50:29,694-Speed 1555.20 samples/sec   Loss 13.0427   LearningRate 0.000998   Epoch: 3   Global Step: 4310   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:50:56,197-Speed 1545.50 samples/sec   Loss 13.2330   LearningRate 0.000998   Epoch: 3   Global Step: 4320   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:51:22,466-Speed 1559.31 samples/sec   Loss 13.2220   LearningRate 0.000997   Epoch: 3   Global Step: 4330   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:51:48,779-Speed 1556.71 samples/sec   Loss 13.1933   LearningRate 0.000997   Epoch: 3   Global Step: 4340   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:52:15,031-Speed 1560.27 samples/sec   Loss 13.1808   LearningRate 0.000996   Epoch: 3   Global Step: 4350   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:52:41,455-Speed 1550.16 samples/sec   Loss 13.2063   LearningRate 0.000996   Epoch: 3   Global Step: 4360   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:53:07,808-Speed 1554.34 samples/sec   Loss 13.4182   LearningRate 0.000995   Epoch: 3   Global Step: 4370   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:53:33,925-Speed 1568.37 samples/sec   Loss 13.4196   LearningRate 0.000995   Epoch: 3   Global Step: 4380   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:53:59,819-Speed 1581.86 samples/sec   Loss 13.2124   LearningRate 0.000994   Epoch: 3   Global Step: 4390   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:54:25,813-Speed 1575.82 samples/sec   Loss 13.2718   LearningRate 0.000994   Epoch: 3   Global Step: 4400   Fp16 Grad Scale: 131072   Required: 34 hours
Training: 2023-02-21 13:54:51,848-Speed 1573.28 samples/sec   Loss 13.2728   LearningRate 0.000994   Epoch: 3   Global Step: 4410   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:55:17,997-Speed 1566.46 samples/sec   Loss 13.2756   LearningRate 0.000993   Epoch: 3   Global Step: 4420   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:55:44,371-Speed 1553.09 samples/sec   Loss 13.2996   LearningRate 0.000993   Epoch: 3   Global Step: 4430   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:56:11,085-Speed 1533.30 samples/sec   Loss 13.3138   LearningRate 0.000992   Epoch: 3   Global Step: 4440   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:56:37,557-Speed 1547.33 samples/sec   Loss 13.3723   LearningRate 0.000992   Epoch: 3   Global Step: 4450   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:57:03,852-Speed 1557.76 samples/sec   Loss 13.3372   LearningRate 0.000991   Epoch: 3   Global Step: 4460   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:57:29,955-Speed 1569.26 samples/sec   Loss 13.2579   LearningRate 0.000991   Epoch: 3   Global Step: 4470   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:57:56,470-Speed 1544.80 samples/sec   Loss 13.3916   LearningRate 0.000991   Epoch: 3   Global Step: 4480   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:58:22,708-Speed 1561.11 samples/sec   Loss 13.3474   LearningRate 0.000990   Epoch: 3   Global Step: 4490   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:58:48,777-Speed 1571.28 samples/sec   Loss 13.2378   LearningRate 0.000990   Epoch: 3   Global Step: 4500   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:59:14,926-Speed 1566.48 samples/sec   Loss 13.3424   LearningRate 0.000989   Epoch: 3   Global Step: 4510   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 13:59:41,340-Speed 1550.74 samples/sec   Loss 13.3487   LearningRate 0.000989   Epoch: 3   Global Step: 4520   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:00:07,396-Speed 1572.03 samples/sec   Loss 13.4367   LearningRate 0.000988   Epoch: 3   Global Step: 4530   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:00:33,594-Speed 1563.48 samples/sec   Loss 13.2550   LearningRate 0.000988   Epoch: 3   Global Step: 4540   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:00:59,856-Speed 1559.72 samples/sec   Loss 13.3277   LearningRate 0.000987   Epoch: 3   Global Step: 4550   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:01:25,907-Speed 1572.37 samples/sec   Loss 13.4955   LearningRate 0.000987   Epoch: 3   Global Step: 4560   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:01:52,134-Speed 1561.80 samples/sec   Loss 13.2112   LearningRate 0.000987   Epoch: 3   Global Step: 4570   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:02:18,636-Speed 1545.60 samples/sec   Loss 13.1621   LearningRate 0.000986   Epoch: 3   Global Step: 4580   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:02:44,765-Speed 1567.63 samples/sec   Loss 13.1800   LearningRate 0.000986   Epoch: 3   Global Step: 4590   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:03:11,080-Speed 1556.59 samples/sec   Loss 13.2825   LearningRate 0.000985   Epoch: 3   Global Step: 4600   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:03:37,129-Speed 1572.44 samples/sec   Loss 13.1850   LearningRate 0.000985   Epoch: 3   Global Step: 4610   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:04:03,242-Speed 1568.64 samples/sec   Loss 13.1892   LearningRate 0.000984   Epoch: 3   Global Step: 4620   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:04:29,284-Speed 1572.87 samples/sec   Loss 13.2370   LearningRate 0.000984   Epoch: 3   Global Step: 4630   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:04:55,232-Speed 1578.60 samples/sec   Loss 13.1740   LearningRate 0.000984   Epoch: 3   Global Step: 4640   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:05:21,341-Speed 1568.87 samples/sec   Loss 13.0887   LearningRate 0.000983   Epoch: 3   Global Step: 4650   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:05:47,349-Speed 1574.97 samples/sec   Loss 13.0674   LearningRate 0.000983   Epoch: 3   Global Step: 4660   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:06:13,414-Speed 1571.48 samples/sec   Loss 12.9917   LearningRate 0.000982   Epoch: 3   Global Step: 4670   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:06:39,626-Speed 1562.68 samples/sec   Loss 13.1274   LearningRate 0.000982   Epoch: 3   Global Step: 4680   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:07:06,058-Speed 1549.69 samples/sec   Loss 13.1182   LearningRate 0.000981   Epoch: 3   Global Step: 4690   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:07:32,170-Speed 1568.65 samples/sec   Loss 13.0658   LearningRate 0.000981   Epoch: 3   Global Step: 4700   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:07:58,135-Speed 1577.58 samples/sec   Loss 13.0497   LearningRate 0.000980   Epoch: 3   Global Step: 4710   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:08:23,995-Speed 1583.97 samples/sec   Loss 12.9570   LearningRate 0.000980   Epoch: 3   Global Step: 4720   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:08:49,872-Speed 1582.89 samples/sec   Loss 13.0874   LearningRate 0.000980   Epoch: 3   Global Step: 4730   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:09:15,860-Speed 1576.17 samples/sec   Loss 12.9542   LearningRate 0.000979   Epoch: 3   Global Step: 4740   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:09:42,122-Speed 1559.71 samples/sec   Loss 12.8938   LearningRate 0.000979   Epoch: 3   Global Step: 4750   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:10:08,216-Speed 1569.79 samples/sec   Loss 12.9808   LearningRate 0.000978   Epoch: 3   Global Step: 4760   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:10:34,412-Speed 1563.64 samples/sec   Loss 12.8559   LearningRate 0.000978   Epoch: 3   Global Step: 4770   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:11:00,625-Speed 1562.60 samples/sec   Loss 12.9685   LearningRate 0.000977   Epoch: 3   Global Step: 4780   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:11:26,695-Speed 1571.21 samples/sec   Loss 12.9532   LearningRate 0.000977   Epoch: 3   Global Step: 4790   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:11:53,027-Speed 1555.58 samples/sec   Loss 12.8997   LearningRate 0.000977   Epoch: 3   Global Step: 4800   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:12:19,302-Speed 1558.95 samples/sec   Loss 12.9515   LearningRate 0.000976   Epoch: 3   Global Step: 4810   Fp16 Grad Scale: 262144   Required: 33 hours
Training: 2023-02-21 14:12:45,524-Speed 1562.04 samples/sec   Loss 12.8149   LearningRate 0.000976   Epoch: 3   Global Step: 4820   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:13:11,798-Speed 1559.05 samples/sec   Loss 12.7691   LearningRate 0.000975   Epoch: 3   Global Step: 4830   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:13:37,931-Speed 1567.40 samples/sec   Loss 12.9242   LearningRate 0.000975   Epoch: 3   Global Step: 4840   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:14:04,117-Speed 1564.24 samples/sec   Loss 12.7982   LearningRate 0.000974   Epoch: 3   Global Step: 4850   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:14:30,543-Speed 1550.00 samples/sec   Loss 12.7286   LearningRate 0.000974   Epoch: 3   Global Step: 4860   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:14:57,043-Speed 1545.68 samples/sec   Loss 12.6898   LearningRate 0.000974   Epoch: 3   Global Step: 4870   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:15:23,301-Speed 1559.98 samples/sec   Loss 12.5672   LearningRate 0.000973   Epoch: 3   Global Step: 4880   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:15:49,353-Speed 1572.29 samples/sec   Loss 12.6612   LearningRate 0.000973   Epoch: 3   Global Step: 4890   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:16:15,297-Speed 1578.79 samples/sec   Loss 12.6605   LearningRate 0.000972   Epoch: 3   Global Step: 4900   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:16:41,386-Speed 1570.08 samples/sec   Loss 12.5974   LearningRate 0.000972   Epoch: 3   Global Step: 4910   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:17:07,323-Speed 1579.25 samples/sec   Loss 12.5298   LearningRate 0.000971   Epoch: 3   Global Step: 4920   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:17:33,227-Speed 1581.28 samples/sec   Loss 12.5080   LearningRate 0.000971   Epoch: 3   Global Step: 4930   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:17:59,119-Speed 1582.01 samples/sec   Loss 12.6393   LearningRate 0.000970   Epoch: 3   Global Step: 4940   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:18:25,087-Speed 1577.33 samples/sec   Loss 12.5700   LearningRate 0.000970   Epoch: 3   Global Step: 4950   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:18:51,134-Speed 1572.59 samples/sec   Loss 12.4348   LearningRate 0.000970   Epoch: 3   Global Step: 4960   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:19:17,095-Speed 1577.80 samples/sec   Loss 12.4915   LearningRate 0.000969   Epoch: 3   Global Step: 4970   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:19:43,048-Speed 1578.27 samples/sec   Loss 12.5028   LearningRate 0.000969   Epoch: 3   Global Step: 4980   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:20:09,004-Speed 1578.13 samples/sec   Loss 12.6185   LearningRate 0.000968   Epoch: 3   Global Step: 4990   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:20:34,926-Speed 1580.16 samples/sec   Loss 12.5065   LearningRate 0.000968   Epoch: 3   Global Step: 5000   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:21:00,821-Speed 1581.83 samples/sec   Loss 12.3315   LearningRate 0.000967   Epoch: 3   Global Step: 5010   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:21:26,724-Speed 1581.31 samples/sec   Loss 12.3236   LearningRate 0.000967   Epoch: 3   Global Step: 5020   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:21:52,649-Speed 1579.98 samples/sec   Loss 12.4391   LearningRate 0.000967   Epoch: 3   Global Step: 5030   Fp16 Grad Scale: 131072   Required: 33 hours
Training: 2023-02-21 14:22:18,801-Speed 1566.32 samples/sec   Loss 12.4549   LearningRate 0.000966   Epoch: 3   Global Step: 5040   Fp16 Grad Scale: 131072   Required: 33 hours
