Training: 2023-02-22 23:23:06,186-rank_id: 0
Training: 2023-02-23 08:47:00,568-Speed 1089.19 samples/sec   Loss 8.4292   LearningRate 0.000811   Epoch: 6   Global Step: 8790   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:47:38,640-Speed 1075.90 samples/sec   Loss 8.3750   LearningRate 0.000810   Epoch: 6   Global Step: 8800   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:48:16,702-Speed 1076.14 samples/sec   Loss 8.2803   LearningRate 0.000810   Epoch: 6   Global Step: 8810   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:48:54,766-Speed 1076.10 samples/sec   Loss 8.4318   LearningRate 0.000810   Epoch: 6   Global Step: 8820   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:49:32,880-Speed 1074.71 samples/sec   Loss 8.2550   LearningRate 0.000809   Epoch: 6   Global Step: 8830   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:50:10,990-Speed 1074.79 samples/sec   Loss 8.4220   LearningRate 0.000809   Epoch: 6   Global Step: 8840   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:50:48,916-Speed 1080.01 samples/sec   Loss 8.4210   LearningRate 0.000808   Epoch: 6   Global Step: 8850   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:51:26,929-Speed 1077.57 samples/sec   Loss 8.4553   LearningRate 0.000808   Epoch: 6   Global Step: 8860   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:52:04,716-Speed 1083.97 samples/sec   Loss 8.4607   LearningRate 0.000808   Epoch: 6   Global Step: 8870   Fp16 Grad Scale: 262144   Required: 44 hours
Training: 2023-02-23 08:52:41,945-Speed 1100.26 samples/sec   Loss 8.4163   LearningRate 0.000807   Epoch: 6   Global Step: 8880   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:53:19,137-Speed 1101.33 samples/sec   Loss 8.4079   LearningRate 0.000807   Epoch: 6   Global Step: 8890   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:53:56,351-Speed 1100.67 samples/sec   Loss 8.4827   LearningRate 0.000806   Epoch: 6   Global Step: 8900   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:54:33,628-Speed 1098.84 samples/sec   Loss 8.4816   LearningRate 0.000806   Epoch: 6   Global Step: 8910   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:55:10,974-Speed 1096.77 samples/sec   Loss 8.3927   LearningRate 0.000806   Epoch: 6   Global Step: 8920   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:55:48,328-Speed 1096.55 samples/sec   Loss 8.4559   LearningRate 0.000805   Epoch: 6   Global Step: 8930   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:56:25,637-Speed 1097.89 samples/sec   Loss 8.4901   LearningRate 0.000805   Epoch: 6   Global Step: 8940   Fp16 Grad Scale: 131072   Required: 44 hours
Training: 2023-02-23 08:57:02,895-Speed 1099.39 samples/sec   Loss 8.3427   LearningRate 0.000805   Epoch: 6   Global Step: 8950   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 08:57:40,151-Speed 1099.42 samples/sec   Loss 8.5556   LearningRate 0.000804   Epoch: 6   Global Step: 8960   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 08:58:17,547-Speed 1095.35 samples/sec   Loss 8.5521   LearningRate 0.000804   Epoch: 6   Global Step: 8970   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 08:58:54,930-Speed 1095.69 samples/sec   Loss 8.5810   LearningRate 0.000803   Epoch: 6   Global Step: 8980   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 08:59:32,487-Speed 1090.63 samples/sec   Loss 8.4115   LearningRate 0.000803   Epoch: 6   Global Step: 8990   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:00:10,179-Speed 1086.71 samples/sec   Loss 8.4024   LearningRate 0.000803   Epoch: 6   Global Step: 9000   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:00:47,980-Speed 1083.58 samples/sec   Loss 8.6948   LearningRate 0.000802   Epoch: 6   Global Step: 9010   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:01:25,185-Speed 1100.95 samples/sec   Loss 8.5346   LearningRate 0.000802   Epoch: 6   Global Step: 9020   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:02:02,920-Speed 1085.49 samples/sec   Loss 8.6069   LearningRate 0.000801   Epoch: 6   Global Step: 9030   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:02:40,891-Speed 1078.75 samples/sec   Loss 8.6241   LearningRate 0.000801   Epoch: 6   Global Step: 9040   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:03:18,621-Speed 1085.63 samples/sec   Loss 8.3969   LearningRate 0.000801   Epoch: 6   Global Step: 9050   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:03:56,680-Speed 1076.24 samples/sec   Loss 8.7631   LearningRate 0.000800   Epoch: 6   Global Step: 9060   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:04:34,038-Speed 1096.42 samples/sec   Loss 8.4828   LearningRate 0.000800   Epoch: 6   Global Step: 9070   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:05:11,385-Speed 1096.76 samples/sec   Loss 8.5571   LearningRate 0.000799   Epoch: 6   Global Step: 9080   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:05:48,600-Speed 1100.66 samples/sec   Loss 8.4904   LearningRate 0.000799   Epoch: 6   Global Step: 9090   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:06:25,902-Speed 1098.07 samples/sec   Loss 8.5736   LearningRate 0.000799   Epoch: 6   Global Step: 9100   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:07:03,606-Speed 1086.39 samples/sec   Loss 8.5139   LearningRate 0.000798   Epoch: 6   Global Step: 9110   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:07:41,667-Speed 1076.20 samples/sec   Loss 8.4432   LearningRate 0.000798   Epoch: 6   Global Step: 9120   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:08:19,478-Speed 1083.30 samples/sec   Loss 8.5174   LearningRate 0.000797   Epoch: 6   Global Step: 9130   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:08:57,057-Speed 1089.99 samples/sec   Loss 8.4788   LearningRate 0.000797   Epoch: 6   Global Step: 9140   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:09:34,809-Speed 1085.00 samples/sec   Loss 8.3487   LearningRate 0.000797   Epoch: 6   Global Step: 9150   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:10:12,266-Speed 1093.55 samples/sec   Loss 8.5363   LearningRate 0.000796   Epoch: 6   Global Step: 9160   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:10:50,496-Speed 1071.43 samples/sec   Loss 8.5225   LearningRate 0.000796   Epoch: 6   Global Step: 9170   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:11:28,375-Speed 1081.34 samples/sec   Loss 8.4915   LearningRate 0.000795   Epoch: 6   Global Step: 9180   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:12:06,412-Speed 1076.87 samples/sec   Loss 8.4468   LearningRate 0.000795   Epoch: 6   Global Step: 9190   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:12:43,898-Speed 1092.69 samples/sec   Loss 8.3511   LearningRate 0.000795   Epoch: 6   Global Step: 9200   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:13:21,169-Speed 1098.99 samples/sec   Loss 8.4217   LearningRate 0.000794   Epoch: 6   Global Step: 9210   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:13:58,797-Speed 1088.59 samples/sec   Loss 8.4418   LearningRate 0.000794   Epoch: 6   Global Step: 9220   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:14:36,246-Speed 1093.77 samples/sec   Loss 8.5746   LearningRate 0.000794   Epoch: 6   Global Step: 9230   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:15:14,494-Speed 1070.93 samples/sec   Loss 8.4726   LearningRate 0.000793   Epoch: 6   Global Step: 9240   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:15:52,667-Speed 1073.01 samples/sec   Loss 8.4548   LearningRate 0.000793   Epoch: 6   Global Step: 9250   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:16:29,879-Speed 1100.75 samples/sec   Loss 8.5387   LearningRate 0.000792   Epoch: 6   Global Step: 9260   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:17:07,114-Speed 1100.08 samples/sec   Loss 8.5446   LearningRate 0.000792   Epoch: 6   Global Step: 9270   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:17:44,343-Speed 1100.21 samples/sec   Loss 8.3725   LearningRate 0.000792   Epoch: 6   Global Step: 9280   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:18:21,550-Speed 1100.90 samples/sec   Loss 8.4055   LearningRate 0.000791   Epoch: 6   Global Step: 9290   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:18:58,850-Speed 1098.14 samples/sec   Loss 8.4109   LearningRate 0.000791   Epoch: 6   Global Step: 9300   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:19:36,123-Speed 1098.95 samples/sec   Loss 8.5445   LearningRate 0.000790   Epoch: 6   Global Step: 9310   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:20:13,637-Speed 1091.88 samples/sec   Loss 8.5367   LearningRate 0.000790   Epoch: 6   Global Step: 9320   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:20:51,732-Speed 1075.20 samples/sec   Loss 8.4826   LearningRate 0.000790   Epoch: 6   Global Step: 9330   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:21:29,712-Speed 1078.49 samples/sec   Loss 8.5195   LearningRate 0.000789   Epoch: 6   Global Step: 9340   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:22:07,800-Speed 1075.43 samples/sec   Loss 8.5123   LearningRate 0.000789   Epoch: 6   Global Step: 9350   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:22:45,775-Speed 1078.61 samples/sec   Loss 8.4676   LearningRate 0.000788   Epoch: 6   Global Step: 9360   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:23:23,857-Speed 1075.61 samples/sec   Loss 8.6491   LearningRate 0.000788   Epoch: 6   Global Step: 9370   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:24:01,966-Speed 1074.84 samples/sec   Loss 8.5260   LearningRate 0.000788   Epoch: 6   Global Step: 9380   Fp16 Grad Scale: 262144   Required: 43 hours
Training: 2023-02-23 09:24:39,945-Speed 1078.51 samples/sec   Loss 8.4049   LearningRate 0.000787   Epoch: 6   Global Step: 9390   Fp16 Grad Scale: 262144   Required: 43 hours
Training: 2023-02-23 09:25:17,214-Speed 1099.05 samples/sec   Loss 8.3705   LearningRate 0.000787   Epoch: 6   Global Step: 9400   Fp16 Grad Scale: 262144   Required: 43 hours
Training: 2023-02-23 09:25:54,495-Speed 1098.69 samples/sec   Loss 8.5092   LearningRate 0.000786   Epoch: 6   Global Step: 9410   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:26:31,771-Speed 1098.86 samples/sec   Loss 8.6638   LearningRate 0.000786   Epoch: 6   Global Step: 9420   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:27:09,184-Speed 1094.81 samples/sec   Loss 8.5676   LearningRate 0.000786   Epoch: 6   Global Step: 9430   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:27:47,224-Speed 1076.78 samples/sec   Loss 8.4178   LearningRate 0.000785   Epoch: 6   Global Step: 9440   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:28:24,560-Speed 1097.09 samples/sec   Loss 8.4396   LearningRate 0.000785   Epoch: 6   Global Step: 9450   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:29:01,766-Speed 1100.93 samples/sec   Loss 8.4244   LearningRate 0.000785   Epoch: 6   Global Step: 9460   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:29:39,042-Speed 1098.84 samples/sec   Loss 8.3633   LearningRate 0.000784   Epoch: 6   Global Step: 9470   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:30:16,297-Speed 1099.48 samples/sec   Loss 8.5850   LearningRate 0.000784   Epoch: 6   Global Step: 9480   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:30:53,598-Speed 1098.12 samples/sec   Loss 8.5119   LearningRate 0.000783   Epoch: 6   Global Step: 9490   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:31:30,840-Speed 1099.83 samples/sec   Loss 8.2914   LearningRate 0.000783   Epoch: 6   Global Step: 9500   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:32:08,103-Speed 1099.23 samples/sec   Loss 8.2946   LearningRate 0.000783   Epoch: 6   Global Step: 9510   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:32:45,336-Speed 1100.14 samples/sec   Loss 8.2987   LearningRate 0.000782   Epoch: 6   Global Step: 9520   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:33:22,568-Speed 1100.15 samples/sec   Loss 8.3702   LearningRate 0.000782   Epoch: 6   Global Step: 9530   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:33:59,913-Speed 1096.82 samples/sec   Loss 8.4408   LearningRate 0.000781   Epoch: 6   Global Step: 9540   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:34:37,238-Speed 1097.40 samples/sec   Loss 8.4132   LearningRate 0.000781   Epoch: 6   Global Step: 9550   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:35:14,482-Speed 1099.80 samples/sec   Loss 8.3480   LearningRate 0.000781   Epoch: 6   Global Step: 9560   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:35:51,721-Speed 1099.95 samples/sec   Loss 8.3944   LearningRate 0.000780   Epoch: 6   Global Step: 9570   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:36:29,027-Speed 1097.96 samples/sec   Loss 8.3226   LearningRate 0.000780   Epoch: 6   Global Step: 9580   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:37:06,387-Speed 1096.38 samples/sec   Loss 8.5146   LearningRate 0.000779   Epoch: 6   Global Step: 9590   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:37:43,685-Speed 1098.22 samples/sec   Loss 8.4068   LearningRate 0.000779   Epoch: 6   Global Step: 9600   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:38:20,958-Speed 1098.92 samples/sec   Loss 8.2996   LearningRate 0.000779   Epoch: 6   Global Step: 9610   Fp16 Grad Scale: 262144   Required: 43 hours
Training: 2023-02-23 09:38:58,159-Speed 1101.09 samples/sec   Loss 8.3962   LearningRate 0.000778   Epoch: 6   Global Step: 9620   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:39:35,429-Speed 1099.00 samples/sec   Loss 8.5154   LearningRate 0.000778   Epoch: 6   Global Step: 9630   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:40:12,719-Speed 1098.44 samples/sec   Loss 8.4802   LearningRate 0.000778   Epoch: 6   Global Step: 9640   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:40:50,033-Speed 1097.75 samples/sec   Loss 8.4101   LearningRate 0.000777   Epoch: 6   Global Step: 9650   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:41:27,315-Speed 1098.68 samples/sec   Loss 8.4643   LearningRate 0.000777   Epoch: 6   Global Step: 9660   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:42:04,570-Speed 1099.46 samples/sec   Loss 8.4662   LearningRate 0.000776   Epoch: 6   Global Step: 9670   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:42:41,779-Speed 1100.83 samples/sec   Loss 8.4158   LearningRate 0.000776   Epoch: 6   Global Step: 9680   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:43:19,536-Speed 1084.86 samples/sec   Loss 8.3726   LearningRate 0.000776   Epoch: 6   Global Step: 9690   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:43:57,626-Speed 1075.37 samples/sec   Loss 8.5296   LearningRate 0.000775   Epoch: 6   Global Step: 9700   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:44:35,119-Speed 1092.46 samples/sec   Loss 8.3686   LearningRate 0.000775   Epoch: 6   Global Step: 9710   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:45:12,325-Speed 1100.94 samples/sec   Loss 8.1795   LearningRate 0.000774   Epoch: 6   Global Step: 9720   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:45:49,620-Speed 1098.29 samples/sec   Loss 8.2216   LearningRate 0.000774   Epoch: 6   Global Step: 9730   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:46:26,827-Speed 1100.89 samples/sec   Loss 8.1449   LearningRate 0.000774   Epoch: 6   Global Step: 9740   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:47:04,056-Speed 1100.22 samples/sec   Loss 8.3422   LearningRate 0.000773   Epoch: 6   Global Step: 9750   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:47:41,326-Speed 1099.04 samples/sec   Loss 8.3450   LearningRate 0.000773   Epoch: 6   Global Step: 9760   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:48:18,587-Speed 1099.29 samples/sec   Loss 8.3953   LearningRate 0.000772   Epoch: 6   Global Step: 9770   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:48:55,847-Speed 1099.31 samples/sec   Loss 8.3477   LearningRate 0.000772   Epoch: 6   Global Step: 9780   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:49:33,128-Speed 1098.70 samples/sec   Loss 8.3927   LearningRate 0.000772   Epoch: 6   Global Step: 9790   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:50:10,426-Speed 1098.20 samples/sec   Loss 8.1810   LearningRate 0.000771   Epoch: 6   Global Step: 9800   Fp16 Grad Scale: 131072   Required: 43 hours
Training: 2023-02-23 09:50:47,767-Speed 1096.95 samples/sec   Loss 8.3204   LearningRate 0.000771   Epoch: 6   Global Step: 9810   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:51:25,054-Speed 1098.51 samples/sec   Loss 8.2679   LearningRate 0.000771   Epoch: 6   Global Step: 9820   Fp16 Grad Scale: 262144   Required: 42 hours
Training: 2023-02-23 09:52:02,394-Speed 1096.99 samples/sec   Loss 8.4047   LearningRate 0.000770   Epoch: 6   Global Step: 9830   Fp16 Grad Scale: 262144   Required: 42 hours
Training: 2023-02-23 09:52:39,667-Speed 1098.92 samples/sec   Loss 8.2654   LearningRate 0.000770   Epoch: 6   Global Step: 9840   Fp16 Grad Scale: 262144   Required: 42 hours
Training: 2023-02-23 09:53:16,884-Speed 1100.61 samples/sec   Loss 8.3122   LearningRate 0.000769   Epoch: 6   Global Step: 9850   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:53:54,100-Speed 1100.62 samples/sec   Loss 8.3928   LearningRate 0.000769   Epoch: 6   Global Step: 9860   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:54:31,311-Speed 1100.76 samples/sec   Loss 8.3491   LearningRate 0.000769   Epoch: 6   Global Step: 9870   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:55:08,596-Speed 1098.60 samples/sec   Loss 8.2847   LearningRate 0.000768   Epoch: 6   Global Step: 9880   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:55:45,985-Speed 1095.52 samples/sec   Loss 8.2410   LearningRate 0.000768   Epoch: 6   Global Step: 9890   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:56:23,573-Speed 1089.73 samples/sec   Loss 8.3103   LearningRate 0.000767   Epoch: 6   Global Step: 9900   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:57:01,068-Speed 1092.44 samples/sec   Loss 8.1920   LearningRate 0.000767   Epoch: 6   Global Step: 9910   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:57:39,025-Speed 1079.14 samples/sec   Loss 8.2574   LearningRate 0.000767   Epoch: 6   Global Step: 9920   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:58:16,441-Speed 1094.73 samples/sec   Loss 8.2431   LearningRate 0.000766   Epoch: 6   Global Step: 9930   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:58:53,755-Speed 1097.75 samples/sec   Loss 8.1706   LearningRate 0.000766   Epoch: 6   Global Step: 9940   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 09:59:43,590-Speed 821.93 samples/sec   Loss 7.8584   LearningRate 0.000766   Epoch: 7   Global Step: 9950   Fp16 Grad Scale: 262144   Required: 42 hours
Training: 2023-02-23 10:00:21,404-Speed 1083.23 samples/sec   Loss 6.8310   LearningRate 0.000765   Epoch: 7   Global Step: 9960   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:00:59,095-Speed 1086.74 samples/sec   Loss 6.9744   LearningRate 0.000765   Epoch: 7   Global Step: 9970   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:01:37,055-Speed 1079.06 samples/sec   Loss 6.9013   LearningRate 0.000764   Epoch: 7   Global Step: 9980   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:02:14,519-Speed 1093.36 samples/sec   Loss 7.0498   LearningRate 0.000764   Epoch: 7   Global Step: 9990   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:02:51,960-Speed 1094.01 samples/sec   Loss 6.8927   LearningRate 0.000764   Epoch: 7   Global Step: 10000   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:05:51,435-Speed 228.22 samples/sec   Loss 7.0325   LearningRate 0.000763   Epoch: 7   Global Step: 10010   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:06:28,734-Speed 1098.18 samples/sec   Loss 6.9518   LearningRate 0.000763   Epoch: 7   Global Step: 10020   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:07:06,897-Speed 1073.32 samples/sec   Loss 7.1084   LearningRate 0.000762   Epoch: 7   Global Step: 10030   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:07:45,137-Speed 1071.13 samples/sec   Loss 7.0955   LearningRate 0.000762   Epoch: 7   Global Step: 10040   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:08:23,184-Speed 1076.61 samples/sec   Loss 7.0453   LearningRate 0.000762   Epoch: 7   Global Step: 10050   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:09:00,667-Speed 1092.77 samples/sec   Loss 7.2027   LearningRate 0.000761   Epoch: 7   Global Step: 10060   Fp16 Grad Scale: 262144   Required: 42 hours
Training: 2023-02-23 10:09:38,145-Speed 1092.92 samples/sec   Loss 7.0450   LearningRate 0.000761   Epoch: 7   Global Step: 10070   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:10:15,494-Speed 1096.72 samples/sec   Loss 7.1701   LearningRate 0.000761   Epoch: 7   Global Step: 10080   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:10:52,924-Speed 1094.33 samples/sec   Loss 7.1970   LearningRate 0.000760   Epoch: 7   Global Step: 10090   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:11:30,343-Speed 1094.67 samples/sec   Loss 7.1300   LearningRate 0.000760   Epoch: 7   Global Step: 10100   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:12:07,553-Speed 1100.78 samples/sec   Loss 7.1355   LearningRate 0.000759   Epoch: 7   Global Step: 10110   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:12:44,757-Speed 1100.99 samples/sec   Loss 7.2457   LearningRate 0.000759   Epoch: 7   Global Step: 10120   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:13:22,056-Speed 1098.17 samples/sec   Loss 7.2563   LearningRate 0.000759   Epoch: 7   Global Step: 10130   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:13:59,370-Speed 1097.75 samples/sec   Loss 7.3009   LearningRate 0.000758   Epoch: 7   Global Step: 10140   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:14:36,939-Speed 1090.27 samples/sec   Loss 7.2765   LearningRate 0.000758   Epoch: 7   Global Step: 10150   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:15:14,198-Speed 1099.35 samples/sec   Loss 7.2722   LearningRate 0.000757   Epoch: 7   Global Step: 10160   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:15:51,395-Speed 1101.19 samples/sec   Loss 7.4305   LearningRate 0.000757   Epoch: 7   Global Step: 10170   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:16:28,850-Speed 1093.60 samples/sec   Loss 7.3365   LearningRate 0.000757   Epoch: 7   Global Step: 10180   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:17:06,133-Speed 1098.65 samples/sec   Loss 7.4706   LearningRate 0.000756   Epoch: 7   Global Step: 10190   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:17:43,577-Speed 1093.90 samples/sec   Loss 7.1826   LearningRate 0.000756   Epoch: 7   Global Step: 10200   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:18:20,844-Speed 1099.12 samples/sec   Loss 7.3530   LearningRate 0.000756   Epoch: 7   Global Step: 10210   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:18:58,092-Speed 1099.67 samples/sec   Loss 7.4282   LearningRate 0.000755   Epoch: 7   Global Step: 10220   Fp16 Grad Scale: 131072   Required: 42 hours
Training: 2023-02-23 10:19:35,340-Speed 1099.68 samples/sec   Loss 7.4130   LearningRate 0.000755   Epoch: 7   Global Step: 10230   Fp16 Grad Scale: 131072   Required: 42 hours
