Training: 2023-02-25 04:24:02,079-rank_id: 0
Training: 2023-02-25 16:07:06,891-Speed 813.15 samples/sec   Loss 8.1457   LearningRate 0.000835   Epoch: 5   Global Step: 8190   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:07:57,297-Speed 812.61 samples/sec   Loss 8.1369   LearningRate 0.000834   Epoch: 5   Global Step: 8200   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:08:47,574-Speed 814.70 samples/sec   Loss 8.1893   LearningRate 0.000834   Epoch: 5   Global Step: 8210   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:09:37,759-Speed 816.19 samples/sec   Loss 7.9990   LearningRate 0.000834   Epoch: 5   Global Step: 8220   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:10:27,838-Speed 817.92 samples/sec   Loss 8.0361   LearningRate 0.000833   Epoch: 5   Global Step: 8230   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:11:17,874-Speed 818.62 samples/sec   Loss 8.0845   LearningRate 0.000833   Epoch: 5   Global Step: 8240   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:12:07,869-Speed 819.29 samples/sec   Loss 7.9686   LearningRate 0.000832   Epoch: 5   Global Step: 8250   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:12:57,864-Speed 819.30 samples/sec   Loss 7.9149   LearningRate 0.000832   Epoch: 5   Global Step: 8260   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:13:48,043-Speed 816.29 samples/sec   Loss 8.1173   LearningRate 0.000832   Epoch: 5   Global Step: 8270   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:14:38,034-Speed 819.36 samples/sec   Loss 8.0066   LearningRate 0.000831   Epoch: 5   Global Step: 8280   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:15:28,098-Speed 818.16 samples/sec   Loss 8.1402   LearningRate 0.000831   Epoch: 5   Global Step: 8290   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:16:18,217-Speed 817.27 samples/sec   Loss 8.0527   LearningRate 0.000830   Epoch: 5   Global Step: 8300   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:17:08,472-Speed 815.05 samples/sec   Loss 7.9500   LearningRate 0.000830   Epoch: 5   Global Step: 8310   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:17:58,485-Speed 819.00 samples/sec   Loss 8.0622   LearningRate 0.000830   Epoch: 5   Global Step: 8320   Fp16 Grad Scale: 65536   Required: 59 hours
Training: 2023-02-25 16:18:48,478-Speed 819.32 samples/sec   Loss 8.0417   LearningRate 0.000829   Epoch: 5   Global Step: 8330   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:19:38,708-Speed 815.46 samples/sec   Loss 8.0366   LearningRate 0.000829   Epoch: 5   Global Step: 8340   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:20:28,775-Speed 818.13 samples/sec   Loss 7.9499   LearningRate 0.000828   Epoch: 5   Global Step: 8350   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:21:18,842-Speed 818.11 samples/sec   Loss 8.0525   LearningRate 0.000828   Epoch: 5   Global Step: 8360   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:22:08,973-Speed 817.06 samples/sec   Loss 7.9782   LearningRate 0.000828   Epoch: 5   Global Step: 8370   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:22:59,291-Speed 814.04 samples/sec   Loss 8.0293   LearningRate 0.000827   Epoch: 5   Global Step: 8380   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:23:49,542-Speed 815.13 samples/sec   Loss 8.0673   LearningRate 0.000827   Epoch: 5   Global Step: 8390   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:24:39,951-Speed 812.57 samples/sec   Loss 7.8122   LearningRate 0.000826   Epoch: 5   Global Step: 8400   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:25:30,925-Speed 803.56 samples/sec   Loss 7.9479   LearningRate 0.000826   Epoch: 5   Global Step: 8410   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:26:21,856-Speed 804.24 samples/sec   Loss 7.9268   LearningRate 0.000826   Epoch: 5   Global Step: 8420   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:27:12,297-Speed 812.04 samples/sec   Loss 7.9638   LearningRate 0.000825   Epoch: 5   Global Step: 8430   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:28:02,424-Speed 817.15 samples/sec   Loss 7.9101   LearningRate 0.000825   Epoch: 5   Global Step: 8440   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:28:52,436-Speed 819.01 samples/sec   Loss 7.9515   LearningRate 0.000824   Epoch: 5   Global Step: 8450   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:29:42,554-Speed 817.27 samples/sec   Loss 7.9340   LearningRate 0.000824   Epoch: 5   Global Step: 8460   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:30:32,913-Speed 813.37 samples/sec   Loss 8.0346   LearningRate 0.000824   Epoch: 5   Global Step: 8470   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:31:23,779-Speed 805.28 samples/sec   Loss 8.0172   LearningRate 0.000823   Epoch: 5   Global Step: 8480   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:32:14,417-Speed 808.88 samples/sec   Loss 7.7899   LearningRate 0.000823   Epoch: 5   Global Step: 8490   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:33:04,671-Speed 815.08 samples/sec   Loss 7.9191   LearningRate 0.000822   Epoch: 5   Global Step: 8500   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:33:54,968-Speed 814.37 samples/sec   Loss 8.0545   LearningRate 0.000822   Epoch: 5   Global Step: 8510   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:34:45,488-Speed 810.79 samples/sec   Loss 7.9240   LearningRate 0.000822   Epoch: 5   Global Step: 8520   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:35:54,225-Speed 595.90 samples/sec   Loss 7.4202   LearningRate 0.000821   Epoch: 6   Global Step: 8530   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:36:44,885-Speed 808.53 samples/sec   Loss 6.4690   LearningRate 0.000821   Epoch: 6   Global Step: 8540   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:37:35,544-Speed 808.56 samples/sec   Loss 6.4308   LearningRate 0.000820   Epoch: 6   Global Step: 8550   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:38:26,205-Speed 808.52 samples/sec   Loss 6.4946   LearningRate 0.000820   Epoch: 6   Global Step: 8560   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:39:16,691-Speed 811.34 samples/sec   Loss 6.4972   LearningRate 0.000820   Epoch: 6   Global Step: 8570   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:40:07,117-Speed 812.28 samples/sec   Loss 6.4570   LearningRate 0.000819   Epoch: 6   Global Step: 8580   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:40:57,214-Speed 817.62 samples/sec   Loss 6.6024   LearningRate 0.000819   Epoch: 6   Global Step: 8590   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:41:47,230-Speed 818.95 samples/sec   Loss 6.6421   LearningRate 0.000818   Epoch: 6   Global Step: 8600   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:42:37,618-Speed 812.90 samples/sec   Loss 6.5230   LearningRate 0.000818   Epoch: 6   Global Step: 8610   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:43:28,476-Speed 805.40 samples/sec   Loss 6.6855   LearningRate 0.000818   Epoch: 6   Global Step: 8620   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:44:19,449-Speed 803.56 samples/sec   Loss 6.6595   LearningRate 0.000817   Epoch: 6   Global Step: 8630   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:45:09,964-Speed 810.86 samples/sec   Loss 6.7027   LearningRate 0.000817   Epoch: 6   Global Step: 8640   Fp16 Grad Scale: 262144   Required: 59 hours
Training: 2023-02-25 16:46:00,584-Speed 809.17 samples/sec   Loss 6.7303   LearningRate 0.000816   Epoch: 6   Global Step: 8650   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:46:51,513-Speed 804.28 samples/sec   Loss 6.7261   LearningRate 0.000816   Epoch: 6   Global Step: 8660   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:47:42,413-Speed 804.73 samples/sec   Loss 6.7170   LearningRate 0.000816   Epoch: 6   Global Step: 8670   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:48:33,431-Speed 802.86 samples/sec   Loss 6.8396   LearningRate 0.000815   Epoch: 6   Global Step: 8680   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:49:24,421-Speed 803.31 samples/sec   Loss 6.7341   LearningRate 0.000815   Epoch: 6   Global Step: 8690   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:50:15,301-Speed 805.05 samples/sec   Loss 6.7469   LearningRate 0.000814   Epoch: 6   Global Step: 8700   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:51:06,191-Speed 804.88 samples/sec   Loss 6.7155   LearningRate 0.000814   Epoch: 6   Global Step: 8710   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:51:57,174-Speed 803.41 samples/sec   Loss 6.8200   LearningRate 0.000814   Epoch: 6   Global Step: 8720   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:52:48,116-Speed 804.07 samples/sec   Loss 6.7726   LearningRate 0.000813   Epoch: 6   Global Step: 8730   Fp16 Grad Scale: 131072   Required: 59 hours
Training: 2023-02-25 16:53:39,090-Speed 803.56 samples/sec   Loss 6.8408   LearningRate 0.000813   Epoch: 6   Global Step: 8740   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 16:54:30,073-Speed 803.41 samples/sec   Loss 6.8803   LearningRate 0.000812   Epoch: 6   Global Step: 8750   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 16:55:20,305-Speed 815.42 samples/sec   Loss 6.8547   LearningRate 0.000812   Epoch: 6   Global Step: 8760   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 16:56:10,242-Speed 820.25 samples/sec   Loss 6.8915   LearningRate 0.000812   Epoch: 6   Global Step: 8770   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 16:57:00,193-Speed 820.01 samples/sec   Loss 6.8979   LearningRate 0.000811   Epoch: 6   Global Step: 8780   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 16:57:50,115-Speed 820.50 samples/sec   Loss 6.8590   LearningRate 0.000811   Epoch: 6   Global Step: 8790   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 16:58:39,992-Speed 821.22 samples/sec   Loss 6.8301   LearningRate 0.000810   Epoch: 6   Global Step: 8800   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 16:59:29,905-Speed 820.65 samples/sec   Loss 6.8142   LearningRate 0.000810   Epoch: 6   Global Step: 8810   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 17:00:19,779-Speed 821.28 samples/sec   Loss 6.9871   LearningRate 0.000810   Epoch: 6   Global Step: 8820   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:01:09,799-Speed 818.87 samples/sec   Loss 6.7798   LearningRate 0.000809   Epoch: 6   Global Step: 8830   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:01:59,766-Speed 819.75 samples/sec   Loss 6.9025   LearningRate 0.000809   Epoch: 6   Global Step: 8840   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:02:49,672-Speed 820.75 samples/sec   Loss 6.9068   LearningRate 0.000808   Epoch: 6   Global Step: 8850   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:03:39,658-Speed 819.44 samples/sec   Loss 6.9961   LearningRate 0.000808   Epoch: 6   Global Step: 8860   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:04:29,563-Speed 820.78 samples/sec   Loss 6.9489   LearningRate 0.000808   Epoch: 6   Global Step: 8870   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:05:19,644-Speed 817.88 samples/sec   Loss 6.8783   LearningRate 0.000807   Epoch: 6   Global Step: 8880   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:06:09,637-Speed 819.33 samples/sec   Loss 6.9264   LearningRate 0.000807   Epoch: 6   Global Step: 8890   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:06:59,537-Speed 820.85 samples/sec   Loss 7.0337   LearningRate 0.000806   Epoch: 6   Global Step: 8900   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:07:49,457-Speed 820.52 samples/sec   Loss 7.0903   LearningRate 0.000806   Epoch: 6   Global Step: 8910   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:08:39,363-Speed 820.77 samples/sec   Loss 6.9782   LearningRate 0.000806   Epoch: 6   Global Step: 8920   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 17:09:29,276-Speed 820.64 samples/sec   Loss 6.9951   LearningRate 0.000805   Epoch: 6   Global Step: 8930   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 17:10:19,184-Speed 820.72 samples/sec   Loss 7.0366   LearningRate 0.000805   Epoch: 6   Global Step: 8940   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:11:09,121-Speed 820.24 samples/sec   Loss 6.9979   LearningRate 0.000805   Epoch: 6   Global Step: 8950   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:11:59,057-Speed 820.27 samples/sec   Loss 7.1174   LearningRate 0.000804   Epoch: 6   Global Step: 8960   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:12:49,013-Speed 819.93 samples/sec   Loss 7.0429   LearningRate 0.000804   Epoch: 6   Global Step: 8970   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:13:39,012-Speed 819.22 samples/sec   Loss 7.0796   LearningRate 0.000803   Epoch: 6   Global Step: 8980   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:14:28,976-Speed 819.81 samples/sec   Loss 6.9663   LearningRate 0.000803   Epoch: 6   Global Step: 8990   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:15:18,942-Speed 819.77 samples/sec   Loss 7.0730   LearningRate 0.000803   Epoch: 6   Global Step: 9000   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:16:08,915-Speed 819.66 samples/sec   Loss 7.2557   LearningRate 0.000802   Epoch: 6   Global Step: 9010   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:16:58,823-Speed 820.72 samples/sec   Loss 7.1159   LearningRate 0.000802   Epoch: 6   Global Step: 9020   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:17:48,783-Speed 819.86 samples/sec   Loss 7.1373   LearningRate 0.000801   Epoch: 6   Global Step: 9030   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:18:38,798-Speed 818.98 samples/sec   Loss 7.1629   LearningRate 0.000801   Epoch: 6   Global Step: 9040   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 17:19:28,939-Speed 816.90 samples/sec   Loss 6.9849   LearningRate 0.000801   Epoch: 6   Global Step: 9050   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:20:19,069-Speed 817.09 samples/sec   Loss 7.1544   LearningRate 0.000800   Epoch: 6   Global Step: 9060   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:21:09,172-Speed 817.53 samples/sec   Loss 7.0527   LearningRate 0.000800   Epoch: 6   Global Step: 9070   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:21:59,227-Speed 818.31 samples/sec   Loss 7.1733   LearningRate 0.000799   Epoch: 6   Global Step: 9080   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:22:49,280-Speed 818.35 samples/sec   Loss 7.1523   LearningRate 0.000799   Epoch: 6   Global Step: 9090   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:23:39,303-Speed 818.84 samples/sec   Loss 7.1383   LearningRate 0.000799   Epoch: 6   Global Step: 9100   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:24:29,378-Speed 817.98 samples/sec   Loss 7.0789   LearningRate 0.000798   Epoch: 6   Global Step: 9110   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:25:19,348-Speed 819.70 samples/sec   Loss 7.0283   LearningRate 0.000798   Epoch: 6   Global Step: 9120   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:26:09,328-Speed 819.53 samples/sec   Loss 7.0414   LearningRate 0.000797   Epoch: 6   Global Step: 9130   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:26:59,258-Speed 820.37 samples/sec   Loss 6.9953   LearningRate 0.000797   Epoch: 6   Global Step: 9140   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:27:49,224-Speed 819.77 samples/sec   Loss 6.9632   LearningRate 0.000797   Epoch: 6   Global Step: 9150   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 17:28:39,171-Speed 820.07 samples/sec   Loss 7.1312   LearningRate 0.000796   Epoch: 6   Global Step: 9160   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:29:29,180-Speed 819.07 samples/sec   Loss 7.0961   LearningRate 0.000796   Epoch: 6   Global Step: 9170   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:30:19,152-Speed 819.67 samples/sec   Loss 7.0887   LearningRate 0.000795   Epoch: 6   Global Step: 9180   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:31:09,104-Speed 820.00 samples/sec   Loss 7.1294   LearningRate 0.000795   Epoch: 6   Global Step: 9190   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:31:59,057-Speed 819.98 samples/sec   Loss 7.0967   LearningRate 0.000795   Epoch: 6   Global Step: 9200   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:32:49,051-Speed 819.30 samples/sec   Loss 7.0768   LearningRate 0.000794   Epoch: 6   Global Step: 9210   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:33:38,988-Speed 820.25 samples/sec   Loss 7.0837   LearningRate 0.000794   Epoch: 6   Global Step: 9220   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:34:28,943-Speed 819.94 samples/sec   Loss 7.1428   LearningRate 0.000794   Epoch: 6   Global Step: 9230   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:35:18,870-Speed 820.42 samples/sec   Loss 7.2142   LearningRate 0.000793   Epoch: 6   Global Step: 9240   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:36:08,840-Speed 819.70 samples/sec   Loss 7.1358   LearningRate 0.000793   Epoch: 6   Global Step: 9250   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:36:58,776-Speed 820.26 samples/sec   Loss 7.2437   LearningRate 0.000792   Epoch: 6   Global Step: 9260   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:37:48,736-Speed 819.88 samples/sec   Loss 7.1841   LearningRate 0.000792   Epoch: 6   Global Step: 9270   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:38:38,695-Speed 819.89 samples/sec   Loss 7.0496   LearningRate 0.000792   Epoch: 6   Global Step: 9280   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:39:29,423-Speed 807.44 samples/sec   Loss 7.1219   LearningRate 0.000791   Epoch: 6   Global Step: 9290   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:40:20,356-Speed 804.20 samples/sec   Loss 7.0918   LearningRate 0.000791   Epoch: 6   Global Step: 9300   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:41:11,271-Speed 804.49 samples/sec   Loss 7.0840   LearningRate 0.000790   Epoch: 6   Global Step: 9310   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:42:01,206-Speed 820.28 samples/sec   Loss 7.1193   LearningRate 0.000790   Epoch: 6   Global Step: 9320   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:42:51,217-Speed 819.03 samples/sec   Loss 7.1163   LearningRate 0.000790   Epoch: 6   Global Step: 9330   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:43:41,147-Speed 820.37 samples/sec   Loss 7.1487   LearningRate 0.000789   Epoch: 6   Global Step: 9340   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:44:31,111-Speed 819.79 samples/sec   Loss 7.0701   LearningRate 0.000789   Epoch: 6   Global Step: 9350   Fp16 Grad Scale: 131072   Required: 58 hours
Training: 2023-02-25 17:45:21,041-Speed 820.37 samples/sec   Loss 7.0250   LearningRate 0.000788   Epoch: 6   Global Step: 9360   Fp16 Grad Scale: 262144   Required: 58 hours
Training: 2023-02-25 17:46:10,948-Speed 820.73 samples/sec   Loss 7.2155   LearningRate 0.000788   Epoch: 6   Global Step: 9370   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:47:00,875-Speed 820.42 samples/sec   Loss 7.0363   LearningRate 0.000788   Epoch: 6   Global Step: 9380   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:47:50,799-Speed 820.45 samples/sec   Loss 7.0950   LearningRate 0.000787   Epoch: 6   Global Step: 9390   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:48:40,747-Speed 820.07 samples/sec   Loss 7.0126   LearningRate 0.000787   Epoch: 6   Global Step: 9400   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:49:30,865-Speed 817.28 samples/sec   Loss 7.0813   LearningRate 0.000786   Epoch: 6   Global Step: 9410   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:50:21,836-Speed 803.59 samples/sec   Loss 7.2088   LearningRate 0.000786   Epoch: 6   Global Step: 9420   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:51:12,733-Speed 804.78 samples/sec   Loss 7.1437   LearningRate 0.000786   Epoch: 6   Global Step: 9430   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:52:03,651-Speed 804.43 samples/sec   Loss 7.0248   LearningRate 0.000785   Epoch: 6   Global Step: 9440   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:52:54,562-Speed 804.56 samples/sec   Loss 6.9978   LearningRate 0.000785   Epoch: 6   Global Step: 9450   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:53:45,463-Speed 804.71 samples/sec   Loss 7.0377   LearningRate 0.000785   Epoch: 6   Global Step: 9460   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:54:36,334-Speed 805.18 samples/sec   Loss 6.9106   LearningRate 0.000784   Epoch: 6   Global Step: 9470   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:55:27,260-Speed 804.32 samples/sec   Loss 7.1177   LearningRate 0.000784   Epoch: 6   Global Step: 9480   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:56:18,103-Speed 805.62 samples/sec   Loss 7.0928   LearningRate 0.000783   Epoch: 6   Global Step: 9490   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:57:08,080-Speed 819.59 samples/sec   Loss 6.9917   LearningRate 0.000783   Epoch: 6   Global Step: 9500   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:57:58,111-Speed 818.71 samples/sec   Loss 6.9939   LearningRate 0.000783   Epoch: 6   Global Step: 9510   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:58:48,066-Speed 819.95 samples/sec   Loss 6.9939   LearningRate 0.000782   Epoch: 6   Global Step: 9520   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 17:59:38,042-Speed 819.61 samples/sec   Loss 7.0580   LearningRate 0.000782   Epoch: 6   Global Step: 9530   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:00:28,109-Speed 818.10 samples/sec   Loss 7.0577   LearningRate 0.000781   Epoch: 6   Global Step: 9540   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:01:18,070-Speed 819.86 samples/sec   Loss 6.9698   LearningRate 0.000781   Epoch: 6   Global Step: 9550   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:02:07,980-Speed 820.69 samples/sec   Loss 6.9642   LearningRate 0.000781   Epoch: 6   Global Step: 9560   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:02:57,938-Speed 819.91 samples/sec   Loss 6.9822   LearningRate 0.000780   Epoch: 6   Global Step: 9570   Fp16 Grad Scale: 262144   Required: 57 hours
Training: 2023-02-25 18:03:47,886-Speed 820.06 samples/sec   Loss 6.9479   LearningRate 0.000780   Epoch: 6   Global Step: 9580   Fp16 Grad Scale: 262144   Required: 57 hours
Training: 2023-02-25 18:04:37,843-Speed 819.92 samples/sec   Loss 7.0793   LearningRate 0.000779   Epoch: 6   Global Step: 9590   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:05:27,819-Speed 819.60 samples/sec   Loss 7.0090   LearningRate 0.000779   Epoch: 6   Global Step: 9600   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:06:17,809-Speed 819.38 samples/sec   Loss 6.9235   LearningRate 0.000779   Epoch: 6   Global Step: 9610   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:07:08,105-Speed 814.39 samples/sec   Loss 7.0432   LearningRate 0.000778   Epoch: 6   Global Step: 9620   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:07:59,090-Speed 803.38 samples/sec   Loss 7.0781   LearningRate 0.000778   Epoch: 6   Global Step: 9630   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:08:49,397-Speed 814.21 samples/sec   Loss 7.1665   LearningRate 0.000778   Epoch: 6   Global Step: 9640   Fp16 Grad Scale: 131072   Required: 57 hours
Training: 2023-02-25 18:09:39,347-Speed 820.03 samples/sec   Loss 7.0559   LearningRate 0.000777   Epoch: 6   Global Step: 9650   Fp16 Grad Scale: 131072   Required: 57 hours
